Das ist ein ganz billiger Kartentrick.	38
Wenn es besonders schön werden soll, garniert man es noch mit bunten Streuseln.	79
Beim Schluckauf zuckt das Zwerchfell unkontrolliert.	52
Solche Bibliotheken auf Windows zu kompilieren erfordert immer einige Klimmzüge.	80
Hast du auch solche Schmetterlinge im Bauch?	44
Dieses Steak ist zäh wie eine Schuhsohle.	41
Mit der nächsten Version werden eine Menge alte Zöpfe abgeschnitten.	68
Langsam wird es Zeit.	21
Elefanten haben Angst vor Bienen.	33
Und schwuppdiwupp waren sie verschwunden.	41
Daran gibt es nichts auszusetzen.	33
Heidi wandte ihr Gesicht ab.	28
Es gibt aber auch Portierungen auf Java und Python.	51
Richtig zubereitet schmeckt sogar Kohlrabi lecker.	50
Eigentlich ist das Projekt aus Langeweile entstanden.	53
Sei kein schlechtes Vorbild.	28
St. John’s ist die Hauptstadt von Antigua und Barbuda.	54
Es kommt auf die Entfernung an.	31
Anna hat sich vorgenommen wenigstens einmal pro Woche zum Sport zu gehen.	73
Bei uns ist das Alltag.	23
Weil sie als Kind nie einen Schnuller bekam, lutscht sie jetzt am Daumen.	73
Wir müssen es gar nicht weiter aufdröseln.	42
Du saugst Wissen auf wie ein Schwamm.	37
Kaiserschmarrn gehört ganz klar zur österreichischen Küche.	59
Der Unterschied ist ganz deutlich wahrzunehmen.	47
Voll auf die zwölf!	19
Es ist ungeheuerlich, wie schnell Birgit neue Kontakte knüpft.	62
Bleifreies Löten ist schwieriger, aber das einzige, was in der Industrie erlaubt ist.	85
Ach du Schreck!	15
Anne ist stolz darauf, dass sie zum ersten Mal einen Handstandüberschlag rückwärts geschafft hat.	97
Wenn man mit dem Rücken zur Wand steht, macht man sich um solche Kleinigkeiten keinen Kopf.	91
Passen Sie auf, dass sich aus dem Problemchen, wie Sie es nennen, kein Flächenbrand entwickelt.	95
Insgesamt aber ist das Verfahren ausgereift.	44
Wenn ein Satz fehlerhaft ist, muss der Fehler mitgesprochen werden.	67
Für die Querung der anderen Brücke musste man eine Abgabe entrichten.	69
Auweia, das gibt mindestens drei Punkte in Flensburg.	53
Lasst uns die Geschichte noch etwas weiter spinnen.	51
Wäre doch schade, wenn Sie eines Tages nicht mehr erreichbar wäre.	66
Singapur ist die Hauptstadt des Stadtstaats Singapur.	53
Jetzt muss Linda auch ihren Senf dazugeben.	43
Jetzt ging die Kindergärtnerin dazwischen.	42
Das kann unmöglich dein Ernst sein.	35
Um elf Uhr werden wir eine Schweigeminute für die Opfer des Anschlags einlegen.	79
Stell dich nicht so an!	23
Nicht nur reiche Kaufleute zieht es hierher.	44
Im vierzehnten Jahrhundert hatte niemand Handys.	48
Die Polizei ist weder gewillt, noch dazu in der Lage, mit meinen Daten vernünftig umzugehen.	92
Der Admin deaktivierte die Feststelltaste und ließ Wolfgang ohne ein Wort zurück.	81
Nehmen wir das allseits beliebte Beispiel des harmonischen Oszillators.	71
Der Uranus hat siebenundzwanzig bekannte Monde.	47
Dort stand: Sie sind unser hunderttausendster Kunde.	52
Ich kenne Klaas aber nur flüchtig, schränkte Tobias sogleich ein.	65
In einer Vitrine waren alle Holzfiguren feinsäuberlich der Reihe nach aufgestellt und mit Namen beschriftet.	108
Warst du schon einmal in Thailand?	34
Am besten nehmen wir den Zug.	29
Kannst du mir den Rücken eincremen?	35
Achtung, der Poller hebt und senkt sich automatisch.	52
Der Termin am Donnerstag wurde unverbindlich vorgemerkt.	56
Der Mont Blanc ist der höchste Gipfel der Alpen.	48
Alleinsein ist ein objektiver Zustand, Einsamkeit ein subjektives Empfinden.	76
Übermorgen kommt Onkel Bernd zu Besuch.	39
Dies ist keine gute Alternative.	32
Sonst kann man sie leicht aufspüren.	36
Im Büro ist den ganzen Tag das Fenster auf Kipp.	48
Atome können Moleküle bilden.	29
Diese Leute haben, vorsichtig ausgedrückt, ein nicht mehr zeitgemäßes Frauenbild.	81
Sie findet es anstrengend, Text auf dem Bildschirm zu lesen.	60
Der Motor läuft aber ziemlich mager.	36
Wie windig ist es in Greifswald?	32
Yaren ist die Hauptstadt von Nauru.	35
Die Details interessieren mich nicht.	37
Vermutlich ist die Zylinderkopfdichtung undicht.	48
Andrea anrufen.	15
Was heißt das auf Spanisch?	27
Jetzt wurde Pauline doch neugierig.	35
Die Anziehung des Mondes erzeugt Tiden.	39
Einen Schnuller kann man ab einem bestimmten Alter wegwerfen, den Daumen nicht.	79
Suche Züge nach Freiburg.	25
Santo Domingo ist die Hauptstadt der Dominikanischen Republik.	62
Was heißt das auf Serbokroatisch?	33
Steht so im Duden.	18
San Marino ist die Hauptstadt von San Marino.	45
Was heißt das auf Griechisch?	29
Wer hat Lust auf eine Runde Bullshit-Bingo?	43
Dieser Husten hört sich nach Raucherlunge an.	45
Dunkle Materie hat eine Masse, entzieht sich jedoch jeglicher elektromagnetischer Wechselwirkung.	97
Ein bisschen Bewegung hat der Jugend noch nie geschadet!	56
Da steht ein Einbrecher auf dem Balkon, flüsterte sie ängstlich in mein Ohr.	76
Andernfalls bekommt man am eigenen Leib zu spüren, was der Begriff Schallmauer bedeutet.	88
Echt jetzt?	11
Quantensprünge sind entgegen der landläufigen Meinung etwas Winziges.	69
Als der Briefträger das Kläffen hörte, zuckte er erschrocken zusammen.	70
Ist sie Messdiener?	19
Auf dem Ziffernblatt stand fünf Uhr zwei.	41
Nun halt mal die Luft an!	25
Aufgrund der Bauarbeiten im Audimax findet die Vorlesung in den Hörsälen eins und zwei statt.	93
Der Bruch lässt sich auf gewöhnliche Materialermüdung zurückführen.	67
Benzin oder Selbstzünder?	25
In diesem Fall muss der Hersteller seiner Gewährleistungspflicht nachkommen.	76
Durch den Lüftungsschacht kommt man unbemerkt an den Wächtern vorbei.	69
Wie war noch gleich das Datum?	30
Der Anblick auf die schneebedeckte Landschaft war märchenhaft.	62
Wie du mir, so ich dir.	23
Schwarz wie meine Seele.	24
Vivien blies die Backen auf.	28
Verfügt das Fahrzeug über eine Wegfahrsperre?	45
St. George’s ist die Hauptstadt von Grenada.	44
Außer dem roten Fuchs kann keiner die blaue Scheibe lesen.	58
Die Kanarischen Inseln gehören zu Spanien.	42
Kann ich hier ein Ticket nach Pforzheim kaufen?	47
Wisst ihr eigentlich, was ihr da losgetreten habt?	50
Nord-Nikosia ist die Hauptstadt der Türkischen Republik Nord-Zypern.	68
Wir vermuten, dass es nachtaktiv ist.	37
Jeder ist seines eigenen Glückes Schmied.	41
In diesem Dorf gibt es weder eine Grundschule noch einen Kinderarzt.	68
Wir haben alle Ausgänge versiegelt.	35
Wie Sie also sehen, ist das Ergebnis zumindest nicht komplett hanebüchen.	73
Eine Wickelablage muss weich und warm sein.	43
Die Menge der natürlichen Zahlen ist unendlich aber abzählbar.	62
Regnet es heute in Bielefeld?	29
Eine Umleitung ist ausgeschildert.	34
Jens, komm doch mal an die Tafel.	33
Ausschlaggebend dürfte die zu geringe Ausbeute gewesen sein.	60
Vientiane ist die Hauptstadt von Laos.	38
Die Friseurin kam mit einem Pinsel zu Hilfe.	44
Ich muss morgen früh aufstehen, entschuldigte sich Alwin.	57
Wenn alle das gleiche schreien, ist stets Vorsicht geboten.	59
Haben wir ein Ersatzrad dabei?	30
Der Nebel war so dicht, dass Steven seine eigenen Hände kaum noch sehen konnte.	79
Patrick ist ein Meter neunzig groß.	35
Eine Wallbox dient dem schnellen Aufladen von Elektrofahrzeugen.	64
In einigen Ländern kann man das Visum direkt bei der Einreise erwerben.	71
Wie wäre es mit einem Kompromiss?	33
Die größten Städte der USA sind New York, Los Angeles und Chicago.	66
Protonen und Neutronen besitzen eine neutrale Farbladung.	57
Dialogstatus zurücksetzen.	26
Was ist das für ein Gewürz?	27
Berta bereitet gerade Hähnchenbrustfilet in der Pfanne zu.	58
Ändern Sie mal den Parameter der Viskosität.	44
Ich gehe jede Wette ein, dass er sich hier blicken lassen wird.	63
Ich bin nächste Woche in Salzgitter	35
Letzte Nacht haben Randalierer das Schaufenster meines Ladens eingeschmissen und die Kasse geplündert.	102
Ina hat sich einen Verschlüsselungstrojaner eingefangen.	56
Offenbar hat er im Affekt gehandelt.	36
Es ist vorbei.	14
Der Verteidigungsminister bezeichnete das Manöver als klugen Schachzug.	71
Bei solchen Operationen besteht aber immer die Gefahr von Blutverlusten.	72
Deshalb sind wir froh, dass wir eine Sachverständige im Auditorium begrüßen dürfen.	83
Den Aufprall hätte sie nie und nimmer überlebt.	47
Wer übernimmt die Regie?	24
Jeder kennt diese Situation.	28
Zu zweit machten sie sich einen romantischen Abend.	51
Es gibt Kassler mit Blätterteig.	32
Vatikanstadt ist die Hauptstadt vom Vatikan.	44
Keine Ahnung.	13
Der Fall ist klar wie Kloßbrühe.	32
Wen hat Clemens bestochen, damit er Zugang hat?	47
Die Dosis macht das Gift.	25
Und dann hat sie mich um einen Gefallen gebeten.	48
Wir können es ja erst mal ohne probieren.	41
Ich werde keines Ihrer Drecksbücher kaufen, stellte ich klar.	61
Sarah, so kenne ich dich ja gar nicht!	38
Ist die GPU überhaupt der Flaschenhals?	39
Vielen Dank für Speis' und Trank.	33
Maximilian ist im Grunde ihrer Willkür ausgesetzt.	50
Du hättest dein Gesicht sehen sollen!	37
Du hängst da wie ein Schluck Wasser in der Kurve.	49
Garagentor öffnen!	18
Alwin, Nadja und Andrea spielen Verstecken.	43
Bequemer als mit einem Messer geht es mit einem Apfelentkerner.	63
Hauke nimmt zum ersten Mal an der Schauspiel-AG teil.	53
Eltern haften für ihre Kinder.	30
Willst du wirklich bis nach Nürnberg fahren?	44
Anne hat keine Manieren.	24
Wer ist hier verantwortlich für die Koordination der Rettungskräfte?	68
Im Hotel bediente er sich an der Minibar.	41
Mit dem Dietrich lässt sich praktisch jede Tür öffnen.	54
Die Tropfsteinhöhle schimmerte in allen Farben.	47
Wegen einer Sitzblockade nahm der Demonstrationszug einen anderen Weg als geplant.	82
App deaktivieren.	17
Füller ohne Tinte schreiben nicht.	34
Er ist ein psychisches Wrack.	29
Der Steuermann lehnt sich über die Reling.	42
Nieser sollte man nicht unterdrücken, sondern rauslassen.	57
Kommen Sie mit.	15
Der Totwinkelwarner arbeitet nur bei Geschwindigkeiten unter einhundertfünfzig Stundenkilometern.	97
Dieser Ansatz blieb ohne Erfolg.	32
Janina folgt weitestgehend dem Pfad ihrer Vorgängerin.	54
Die zweite Maus bekommt den Käse.	33
Viktoria und die anderen haben sich köstlich amüsiert.	54
Der Kot der Fische wird dabei als Dünger für die Pflanzen genutzt.	66
Moni hat Antonia beim Klavierunterricht kennengelernt.	54
Kannst du mir einen Splitter ziehen?	36
Die Bezahlung richtet sich nach dem jeweiligen Tarif des öffentlichen Dienstes.	79
Wir vernahmen den kristallklaren Klang der neuen Lautsprecher.	62
Nächster Halt: Jungfernstieg.	29
Wie warm wird es übermorgen?	28
Fanny referiert über eine vom Aussterben bedrohte südostasiatische Vogelart.	76
Denken Sie mit.	15
Der Nord-Ostsee-Kanal wird stärker befahren als der Panamakanal.	64
Seine Mähne flatterte im Wind.	30
Baust du mit mir eine Sandburg?	31
Papperlapapp!, widersprach Elke.	32
Suche Züge nach Nürnberg, die morgen um dreizehn Uhr abfahren.	62
Weil der Begriff Rückzug verboten war, wurde stets nur von Frontbegradigung gesprochen.	87
Die verdächtige Person kooperiert nicht.	40
Zusammenfassen und sortieren!	29
Das Wasser wird als Tsunami zurückkommen.	41
Wie sind die Temperaturen gerade in Rostock?	44
In Tübingen musste ich meine Reise unterbrechen	47
An jener Hürde sind schon viele gescheitert.	44
Und, meine Damen und Herren, das alles rendern wir in Echtzeit!	63
Dies ist der letzte Aufruf für Passagier Meier, schallte es aus dem Lautsprecher.	81
Welcher Fluss fließt durch Mülheim an der Ruhr?	47
Kreissägen und Bohrmaschinen sollten nie mit Handschuhen bedient werden.	72
Alle Matrosen sind an Deck, Herr Kapitän.	41
Am Horizont steigt Rauch auf.	29
Das Urteil ist nicht anfechtbar.	32
Durch falsche Reinigung entstehen Mikrokratzer und das Glas wird milchig.	73
Einige aktive Bürger pflanzen Birken und Buchen am Waldesrand an.	65
Dadurch vier Kilometer Stau zwischen dem Kreuz Rendsburg und Rendsburg-Büdelsdorf.	82
Sieh mal, ein altes Münztelefon!	32
Das Ankurbeln hat früher so manchem Kraftfahrer den Daumen gebrochen.	69
Sie glauben gar nicht, was ich mir in meinem Beruf schon alles anhören musste.	78
Für Quelltext ist bitte immer die UTF-acht-Kodierung zu verwenden.	66
Egal wie man es anstellt, irgendwer wird immer meckern.	55
In einem Tierversuch wird das Sozialverhalten der Schimpansen untersucht.	73
Die Behörden warnen davor, zugefrorene Seen zu betreten.	56
Es war jener Abend, an dem Finja zum ersten Mal mit ihren Freundinnen in die Disco ging.	88
Budapest ist die Hauptstadt von Ungarn.	39
Sehr genau beobachtet.	22
Wer kann mir einen berühmten Maler der Postmoderne nennen?	58
Der benötigte Imbusschlüssel lag dem Ikea-Regal bereits bei.	60
Irrtümlich wurde die Straßenbahn mitsamt Passagieren ins Depot geleitet.	72
Merle macht sich auf zum Fahrradgeschäft, um einen neuen Schlauch zu kaufen.	76
Durch den unnötigen Einsatz von Antibiotika werden Resistenzen herangezüchtet.	78
Abuja ist die Hauptstadt von Nigeria.	37
Niemand hier würde Verrat begehen.	34
Wenn du im Haus bist, steigt der Geschirrverbrauch jedes Mal um zweihundert Prozent.	84
Sie hat ihr Versprechen gebrochen.	34
Friedrich fixierte den Block mithilfe des Schraubstocks.	56
Wie kann man sich schützen?	27
Energie wird niemals verbraucht, höchstens umgewandelt.	55
Die Antarktis umfasst die um den Südpol gelegenen Land- und Meeresgebiete.	74
Ihr lang gehegter Kinderwunsch wollte einfach nicht in Erfüllung gehen.	71
Frida hatte sich mit ihrer Freundin in eine Ecke verzogen und kicherte mit ihr über irgendwas.	94
War die Integration erfolgreich?	32
Bruno steht auf Country-Musik.	30
Ich bezweifle, dass dieses Gesetz in Karlsruhe als verfassungsgemäß anerkannt wird.	83
Ganz großes Tennis	18
Guten Appetit!	14
Es wäre für alle hilfreich, wenn wir weniger emotional an das Thema herangingen.	80
Keine Lügen mehr!	17
Bei schwachem Empfang kann die Verbindung auch schon mal abreißen.	66
Die Antwort wollte ich hören.	29
Ob sie das schaffen werden?, stellt Waldemar das Vorhaben infrage.	66
Dieses Buch Anna empfehlen, per SMS.	36
Bitte entfernen.	16
Dein Weg funktioniert, führt aber von hinten durch die Brust ins Auge.	70
Beim Bedienen des Computers machte Erwin einen unbeholfenen Eindruck.	69
Der Tacker müsste in der zweiten Schublade von oben sein.	57
Fahre einfach Richtung Aschaffenburg	36
Wer kennt sonst noch den Code für den Tresor?	45
Der nächste Service-Mitarbeiter ist für Sie reserviert.	55
Das Kurzzeitgedächtnis lässt zuerst nach.	41
Twitter-Feed anzeigen!	22
Klitschnass kam die Dogge aus dem Fluss und schüttelte sich.	60
Der Dealer hat das Heroin mit Rattengift gestreckt.	51
Ach hier sind wir.	18
Dieses Präparat ist brandgefährlich.	36
Wo hat der seinen Führerschein gemacht?	39
Auch wenn mir die Kunden auf die Nerven gehen, muss ich Höflichkeit bewahren.	77
Diesen Innensechskant zieht man am besten mit einer Knarre fest.	64
Hmm, das riecht gut.	20
Finde das versteckte Grab.	26
Zu Beginn wird aus verhandlungstaktischen Gründen der Preis hochgeschraubt.	75
Mal sehen, was sie auf Lager hat.	33
Es geht um gegenseitige Abschottung.	36
Dieses Motiv zieht sich wie ein roter Faden durch die ganze Geschichte.	71
Swasiland heißt mittlerweile offiziell Königreich Eswatini.	59
Zwischen Höchstadt-West und Erlangen-Ost brauchen Sie derzeit zwanzig Minuten länger.	85
Am Taxistand herrschte das übliche Chaos.	41
Unter den rigorosen Maßnahmen waren sicher auch einige, die gegen die Genfer Konvention verstoßen.	98
Weil das Fett oben schwimmt, lässt es sich mit einem Sieb abschöpfen.	69
Nichts ist natürlicher, als sein Kind zu füttern.	49
Oskar schwelgte in Erinnerungen.	32
Pinke und türkise Buntstifte waren bei den Mädchen im Kindergarten besonders beliebt.	85
Sie ist bis nach Görlitz gelaufen	33
Hier, nimm meine Hand!	22
Mit dieser Sitzhaltung holst du dir einen steifen Nacken.	57
Wie nennen wir es am besten?	28
In einem kleinen Teich schwimmen und schnattern Enten.	54
Was heißt das auf Russisch?	27
Wie soll man bitte die zugelassenen sechzehn Personen in diesen winzigen Fahrstuhl bekommen?	92
Solche Ohrenschützer werden manchmal auch Micky-Mäuse genannt.	62
Wir haben gesehen, dass Sie während der Fahrt Ihr Handy bedient haben.	70
Gemeinsam mit Elli spannt sie sie zwischen zwei Bäumen.	55
Manche Gase verursachen einen wesentlich stärkeren Treibhauseffekt als Kohlendioxid.	84
Ich bin nicht befugt, Ihnen darüber Auskunft zu erteilen.	57
Arnold ist in Dortmund aufgewachsen und lebt jetzt in Düsseldorf.	65
Bis dahin dürften sich die Wogen geglättet haben.	49
Kann das Viech mal aufhören so zu schnurren?	44
Kampala ist die Hauptstadt von Uganda.	38
Gibt es eine Flugverbindung zwischen Tübingen und Celle?	56
Atmen Sie tief ein und ganz langsam wieder aus.	47
Was war das gerade?	19
Sehr vernünftig von dir.	24
Suche Flüge nach Hannover.	26
Ich gebe zu, dass es ein unkonventionelles Verkehrsmittel ist.	62
Er konnte es nicht unterdrücken.	32
Dieser Remix gefällt Gerald nicht so gut.	41
Lass mich raten!	16
Ich will gar nicht wissen, was in seinem Kopfkino gerade abgeht.	64
Das Verhalten der Geschäftsführerin ist skandalös.	50
Die Folge war eine schwere Verletzung und damit bin ich noch glimpflich davon gekommen.	87
Wobei die Zündspannung nicht direkt von der Batterie kommt, sondern von einem Trafo erzeugt wird.	97
Die Stelle könnte sich entzünden.	33
Das ist kein Vorurteil, sondern Lebenserfahrung.	48
Ich kann sogar einen Doppelknoten.	34
Gernot ist ein wahrer Überlebenskünstler.	41
Wer in der Nordsee baden geht, sollte an Ebbe und Flut denken.	62
Am liebsten würde Larissa gleich alle auswählen.	48
Oder waren es vielleicht Werwölfe?	34
Dem König, noch beschwipst vom Wein, fiel direkt ein Ausweg ein.	64
Spielt Alina auch im Bläser-Orchester?	38
Später erwies sich das Gegenteil.	33
Tickets gibt es an allen üblichen Vorverkaufsstellen.	53
Die türkische befindet sich gleich neben der slowakischen Botschaft.	68
Jemand hat mir mein Portmonee geklaut.	38
Freilich haben auch Tiere Gefühle, sagt Hubert.	47
Tatsächlich ist der Krake korrekt, auch wenn das Substantiv umgangssprachlich feminin verwendet wird.	101
Was heißt das auf Isländisch?	29
Brauche ich heute einen Regenschirm?, fragte Theodora ihren digitalen Assistenten.	82
Peinlich berührt blickte er zu Boden.	37
Im Gegensatz zu manchen Schlangenarten können Menschen kein Infrarotlicht wahrnehmen.	85
Herr Hildebrand sitzt vor einem Kreuzworträtsel und sucht ein Dschungeltier mit fünf Buchstaben.	96
Damit übertrifft Müller seinen bisherigen Bestwert um fünf Zehntel.	67
Ein Marder hat wohl an den Bremsschläuchen geknabbert.	54
Wenn du das Handtuch so aufhängst, wird es morgen immer noch nicht trocken sein.	80
Setzt eure Superkräfte ein!	27
Jetzt sind andere an der Reihe.	31
Gibt es in Hamm ein schönes Museum?	35
Anscheinend hat Ingeborg ihr Trauma immer noch nicht verarbeitet.	65
Um Gelenkschmiere zu bilden, hilft es, die Beine baumeln zu lassen.	67
Fahre einfach Richtung Düsseldorf	33
Zwei kleine Jungen hielten einen Stock in den Eingang und freuten sich, als die automatische Schiebetür ihn einklemmte.	119
Das liegt daran, dass der Luftdruck in höheren Schichten niedriger ist.	71
Nur Maschinen mit mindestens vier Triebwerken dürfen über den Atlantik fliegen.	79
Pässe in die Tiefe sind meistens ziemlich hoch.	47
Beirut ist die Hauptstadt von Libanon.	38
Was würde passieren, wenn alle Menschen gleichzeitig in die Luft springen würden?	81
Totschweigen funktioniert immer.	32
Lecker, es gibt Weintrauben!	28
Essen ist fertig.	17
Bald soll die alte Fabrik abgerissen werden und neuer Wohnraum entstehen.	73
Der nächste Zug nach Wetzlar geht in einer Stunde und dreißig Minuten	69
Der Hund ließ sich streicheln.	30
Wissenschaftler haben diese Mutation bisher nur bei Frauen beobachtet.	70
Berechne die Distanz zwischen Hamm und Baden-Baden	50
Nicht anfassen!	15
Dieser für den Linksverkehr gebaute Rolls-Royce ist so hoch automatisiert, dass man ihn als linksautonom bezeichnen kann.	121
Kaum zu glauben!	16
Hier wurde jetzt eine neue Seilbahn gebaut.	43
Ohne auch nur mit der Wimper zu zucken, hat er ihn einfach abgeknallt.	70
Das Ei wird als Bindemittel benötigt.	37
Bitte eine Notiz erstellen.	27
Frau Schmitz beklagte sich über Handgelenkschmerzen, bevor sie uns verlassen hat.	81
Müssen die blauen Module auch belegt werden?, will Eva wissen.	62
Kannst du mir einen Kugelschreiber leihen?	42
Bitte speichern.	16
Sprachverarbeitende Software muss diesen Umstand erkennen.	58
Wie eine ungezogene Göre lümmelt Miriam auf der Couch herum.	60
War ja klar, dass einer es verhunzen wird.	42
Irgendwann wird es einfach in sich zusammenstürzen.	51
Dies führt zu Truppenabzügen aus der Stadt.	43
Ahoi, ihr Landratten!	21
